no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
1,0,1,3,0,0,0,28,2018,9,5,4,0,0,0,98.2,0,1
2,0,1,1,3,0,0,14,2017,9,5,4,0,0,0,115.0,0,1
2,0,1,3,3,0,0,57,2018,12,26,4,0,0,0,88.4,0,0
2,0,1,0,3,0,3,0,2017,8,17,4,0,0,0,129.0,0,1
1,0,1,0,3,0,0,32,2018,9,25,4,0,0,0,99.0,2,1
0,2,0,1,0,0,1,193,2018,7,15,4,0,0,0,86.5,0,0
2,0,2,2,0,0,0,63,2018,8,14,4,0,0,0,135.9,2,1
2,1,1,3,0,0,0,21,2018,8,1,4,0,0,0,159.0,0,0
2,0,0,1,0,0,0,208,2018,12,27,3,0,0,0,81.0,1,1
2,0,0,2,0,0,0,20,2018,8,31,4,0,0,0,122.0,1,0
1,0,1,0,0,0,0,1,2017,9,7,4,0,0,0,133.0,1,1
2,0,0,1,0,0,0,134,2017,8,20,3,0,0,0,63.75,1,1
2,0,1,3,3,0,0,41,2018,5,9,4,0,0,0,116.1,0,0
3,0,0,1,0,0,0,61,2018,5,4,4,0,0,0,159.3,1,1
2,0,2,5,3,0,0,50,2018,3,5,4,0,0,0,63.75,0,0
2,0,0,1,0,0,3,10,2017,8,21,1,0,0,0,0.0,2,1
2,0,2,1,0,0,0,67,2017,11,1,3,0,0,0,32.71,0,1
1,0,0,3,0,0,0,8,2017,10,20,4,1,1,0,120.0,2,1
2,0,1,5,0,0,3,113,2018,7,5,4,0,0,0,92.94,1,1
2,0,0,3,0,1,0,87,2017,9,15,4,0,0,0,98.25,1,1
2,0,1,0,1,0,0,294,2018,12,26,4,0,0,0,112.5,0,1
1,0,2,1,0,0,0,24,2018,12,18,4,0,0,0,104.0,1,1
2,0,0,3,0,0,0,204,2018,9,8,4,0,0,0,126.9,1,0
2,1,1,4,0,0,0,83,2018,10,31,4,0,0,0,106.38,1,1
2,1,1,2,1,0,0,96,2018,8,12,4,0,0,0,178.65,2,1
2,0,2,0,0,0,0,146,2018,4,24,4,0,0,0,95.0,0,0
2,0,2,0,0,0,3,40,2018,4,17,4,0,0,0,114.3,0,0
3,0,0,4,0,0,3,103,2018,9,13,4,0,0,0,168.3,1,0
1,0,1,0,0,0,3,125,2018,10,17,4,0,0,0,132.3,2,1
2,0,1,1,0,0,0,32,2018,10,15,3,0,0,0,85.0,0,1
2,0,0,2,3,0,0,14,2017,8,18,4,0,0,0,80.0,1,1
1,0,0,1,0,0,0,2,2018,10,27,2,0,0,0,65.0,0,1
2,1,0,5,1,0,0,21,2018,11,22,4,0,0,0,115.55,3,1
1,0,0,1,3,0,0,33,2018,5,25,4,0,0,0,98.1,0,0
2,0,2,0,0,0,0,0,2017,8,23,4,0,0,0,98.0,0,1
2,0,0,3,0,0,3,106,2018,4,28,4,0,0,0,111.3,0,1
1,0,2,0,0,0,0,5,2018,7,10,2,1,0,1,65.0,0,1
2,0,0,3,0,0,0,170,2018,8,18,4,0,0,0,108.3,1,0
3,0,0,1,0,0,3,1,2018,5,20,4,0,0,0,197.0,0,1
1,0,1,0,3,0,0,0,2018,5,9,3,0,0,0,66.4,0,1
2,0,0,1,0,0,3,16,2018,4,14,4,0,0,0,142.0,0,0
2,0,2,2,3,0,0,91,2018,10,30,4,0,0,0,61.33,1,1
2,0,0,3,0,0,0,11,2017,9,9,4,0,0,0,80.85,1,1
2,2,0,3,0,1,5,154,2018,6,28,4,0,0,0,177.3,3,1
2,0,1,2,0,0,3,6,2018,8,15,4,0,0,0,180.67,1,1
2,0,2,4,0,0,0,132,2018,7,13,3,0,0,0,79.56,0,1
1,0,0,1,0,1,0,41,2018,4,19,4,0,0,0,99.9,1,1
2,0,2,1,0,0,0,0,2017,12,27,3,0,0,0,58.0,0,1
1,0,2,2,0,0,3,8,2018,5,28,4,0,0,0,130.48,0,0
2,0,0,1,3,0,0,0,2018,3,29,4,0,0,0,89.0,0,1
2,0,0,3,3,0,0,4,2017,9,22,4,0,0,0,133.0,2,1
2,0,0,1,0,0,0,2,2018,2,13,4,0,0,0,91.0,1,1
1,0,0,1,0,0,0,0,2017,10,20,3,0,0,0,123.0,0,1
2,0,1,0,3,0,0,33,2018,9,25,4,0,0,0,99.0,2,1
1,0,1,0,0,0,0,3,2017,9,7,4,0,0,0,133.0,1,1
2,0,1,3,0,0,0,59,2018,3,28,4,0,0,0,85.85,1,1
2,0,0,3,0,0,0,105,2018,10,12,3,0,0,0,37.5,0,1
2,0,2,1,0,0,0,35,2018,8,20,3,0,0,0,85.0,1,1
3,0,1,4,0,0,3,55,2018,5,11,4,0,0,0,150.45,2,1
2,0,0,2,0,0,0,21,2018,3,10,4,0,0,0,93.0,1,1
2,0,0,3,0,0,0,35,2018,6,30,4,0,0,0,117.9,0,0
2,0,2,1,3,0,0,130,2018,8,27,4,0,0,0,85.5,2,1
2,0,2,1,0,1,3,78,2018,9,18,4,0,0,0,158.4,1,1
1,0,0,1,0,1,0,6,2018,12,8,2,1,0,1,67.0,1,1
2,0,0,1,3,0,0,50,2017,9,24,4,0,0,0,86.4,1,1
2,0,1,3,0,0,4,206,2018,6,30,4,0,0,0,101.83,0,0
2,0,1,4,1,0,0,26,2018,12,21,4,0,0,0,102.72,0,0
2,0,0,3,0,0,0,142,2018,8,24,4,0,0,0,108.3,0,1
1,0,0,1,3,0,0,0,2018,8,30,4,0,0,0,85.24,0,1
2,0,0,1,0,0,0,31,2018,2,4,2,0,0,0,77.0,0,1
2,0,0,3,0,0,0,51,2018,10,4,4,0,0,0,118.8,1,1
2,0,0,2,0,0,0,22,2018,10,5,3,0,0,0,85.0,0,1
2,0,0,3,0,0,0,77,2018,4,14,4,0,0,0,96.3,1,1
2,0,2,5,0,0,0,155,2018,6,28,4,0,0,0,90.95,2,1
2,0,2,0,3,0,0,2,2018,6,12,4,0,0,0,108.5,2,1
2,0,1,1,0,0,0,28,2017,10,12,4,0,0,0,110.65,2,1
3,0,2,2,0,0,3,151,2018,9,23,4,0,0,0,162.0,2,0
2,1,0,2,0,0,0,54,2018,5,18,4,0,0,0,143.1,2,1
3,0,0,3,0,0,3,158,2018,7,7,4,0,0,0,146.7,2,0
2,0,2,1,3,0,0,3,2017,9,19,4,0,0,0,152.0,3,1
1,0,1,1,3,0,0,79,2018,3,26,4,0,0,0,85.5,0,1
2,0,0,3,0,0,0,17,2017,10,1,4,0,0,0,113.33,2,1
2,0,1,0,0,0,0,8,2018,4,18,4,0,0,0,101.0,1,1
2,0,0,4,0,0,3,39,2018,9,27,4,0,0,0,128.99,1,0
2,0,0,3,0,0,0,6,2018,3,10,4,0,0,0,106.33,1,1
1,0,1,1,3,0,0,7,2017,10,5,4,0,0,0,114.0,1,1
2,0,2,2,3,0,0,43,2018,11,12,4,0,0,0,79.48,2,1
1,0,0,3,0,0,0,151,2018,1,19,3,0,0,0,70.67,0,1
2,0,1,0,0,0,3,59,2018,10,9,4,0,0,0,151.2,0,1
2,0,1,4,0,0,3,138,2018,7,18,4,0,0,0,115.6,1,1
2,0,0,4,0,0,0,175,2018,8,10,4,0,0,0,99.45,0,0
2,0,0,4,1,0,0,50,2018,11,2,3,0,0,0,141.0,0,1
2,0,0,2,0,0,0,90,2018,4,28,4,0,0,0,127.8,1,0
2,0,0,2,0,0,0,21,2018,1,29,4,0,0,0,80.3,1,1
2,0,2,2,0,0,3,121,2018,5,14,4,0,0,0,113.05,0,0
2,0,0,3,0,0,0,162,2017,9,17,3,0,0,0,70.0,0,0
2,0,1,2,1,0,0,200,2018,9,19,4,0,0,0,161.1,2,0
2,0,2,3,0,0,0,66,2018,11,25,4,0,0,0,88.4,3,1
2,0,0,2,0,0,0,2,2018,2,12,3,0,0,0,87.0,0,1
2,0,0,4,0,0,0,31,2018,2,3,4,0,0,0,80.3,0,1
3,0,1,1,0,0,3,155,2018,7,16,4,0,0,0,137.7,1,0
2,0,1,2,0,0,0,100,2018,12,2,4,0,0,0,93.6,2,0
2,0,1,3,0,0,5,0,2018,6,13,4,0,0,0,150.92,1,1
1,0,1,0,0,0,0,0,2018,5,30,2,1,0,5,65.0,0,1
3,0,0,2,0,0,3,86,2018,7,26,4,0,0,0,137.7,0,1
2,0,0,3,0,0,0,41,2017,12,31,3,0,0,0,118.0,0,1
2,2,2,3,1,0,5,157,2018,8,19,4,0,0,0,217.6,0,0
2,0,0,1,0,0,0,112,2018,9,8,4,0,0,0,129.6,0,0
2,1,0,2,0,0,0,26,2018,4,15,4,0,0,0,145.0,2,1
2,1,2,0,0,1,0,87,2018,12,25,4,0,0,0,131.0,0,1
2,1,1,3,0,0,0,141,2018,8,4,4,0,0,0,119.0,2,1
2,0,1,3,0,0,3,7,2018,3,14,4,0,0,0,124.0,1,1
1,1,2,5,0,0,1,258,2018,12,28,4,0,0,0,73.41,3,1
2,0,2,1,0,0,3,52,2018,7,9,4,0,0,0,116.1,0,0
1,0,1,3,0,0,3,6,2018,11,14,2,0,0,0,100.63,0,1
3,0,2,3,0,1,3,56,2018,3,20,4,0,0,0,133.1,3,1
2,0,1,3,0,0,3,85,2017,12,17,3,0,0,0,60.0,0,1
2,0,2,3,0,0,0,24,2017,11,27,3,0,0,0,46.4,0,1
2,0,0,2,0,0,0,13,2018,1,20,4,0,0,0,96.0,1,1
2,0,1,1,0,0,0,9,2017,9,7,4,0,0,0,114.5,2,1
2,0,0,2,0,0,0,3,2018,11,18,1,0,0,0,0.0,0,1
2,0,2,1,0,0,3,0,2018,3,6,4,0,0,0,110.0,1,1
2,0,1,5,3,0,0,44,2018,11,15,4,0,0,0,54.71,1,1
2,0,0,3,0,0,0,89,2017,12,30,4,0,0,0,79.82,0,1
2,0,1,2,3,0,0,86,2018,12,2,4,0,0,0,79.2,1,1
2,0,0,1,0,0,0,16,2018,6,23,4,0,0,0,101.0,1,1
1,0,2,5,0,0,0,231,2018,12,27,4,0,0,0,69.58,0,0
2,0,1,3,0,0,0,23,2017,9,14,4,0,0,0,105.0,2,1
2,0,0,1,0,0,0,4,2018,11,9,4,0,0,0,205.0,1,1
2,0,2,3,3,0,0,17,2018,1,22,4,0,0,0,75.0,0,1
2,0,0,5,0,0,3,133,2018,6,21,3,0,0,0,90.95,0,1
2,0,0,4,0,0,0,111,2018,6,7,3,0,0,0,80.24,0,1
2,0,0,1,0,0,0,37,2017,9,2,4,0,0,0,103.5,2,1
2,0,0,2,0,0,0,46,2018,6,17,1,0,0,0,0.0,0,1
2,0,0,3,0,0,0,12,2018,5,31,4,0,0,0,111.35,0,0
2,0,0,3,3,0,0,130,2018,6,2,4,0,0,0,116.1,0,0
3,0,0,4,0,0,3,89,2018,6,14,4,0,0,0,169.58,1,0
1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,110.0,0,0
1,0,1,2,0,0,0,3,2018,12,5,2,0,0,0,79.0,0,1
2,0,1,2,0,0,1,0,2017,8,24,3,0,0,0,67.5,0,1
2,0,1,3,0,0,0,97,2018,3,24,4,0,0,0,64.98,1,1
1,0,0,2,0,0,0,1,2018,3,3,4,0,0,0,101.0,0,0
2,0,1,0,3,0,0,7,2018,5,16,4,0,0,0,89.0,0,1
1,0,0,3,0,0,0,104,2017,12,3,3,0,0,0,65.0,0,1
1,0,0,4,0,0,0,232,2018,10,19,4,0,0,0,80.75,3,1
2,0,1,2,0,0,3,57,2017,11,20,3,0,0,0,60.0,0,1
2,0,0,5,0,0,3,84,2018,10,25,4,0,0,0,104.4,0,0
2,0,1,1,0,0,3,18,2018,5,7,4,0,0,0,141.0,0,0
2,0,0,2,0,0,0,62,2018,8,10,4,0,0,0,135.9,2,1
1,0,0,1,3,0,0,0,2018,4,5,4,0,0,0,89.0,0,1
2,0,0,4,0,0,0,79,2017,7,15,4,0,0,0,85.5,1,0
1,0,2,4,0,0,0,2,2018,11,25,4,0,0,0,91.38,0,1
2,0,1,2,0,0,3,79,2018,3,21,4,0,0,0,96.3,0,1
2,0,0,2,0,0,3,96,2018,8,26,4,0,0,0,131.4,0,0
1,0,0,2,0,1,0,0,2018,10,5,2,0,0,0,65.0,1,1
1,0,0,1,0,0,0,0,2018,3,18,3,1,0,8,45.0,0,1
2,2,0,4,0,0,5,20,2018,6,8,4,0,0,0,211.0,2,1
1,1,0,3,0,0,3,80,2018,12,27,4,0,0,0,114.9,1,1
2,1,0,2,0,1,0,91,2018,8,3,4,0,0,0,148.5,1,1
2,0,1,5,0,0,0,10,2018,11,22,4,0,0,0,91.38,2,1
2,0,2,3,0,0,0,138,2018,8,4,4,0,0,0,104.55,0,0
2,0,0,2,0,0,3,141,2018,9,23,4,0,0,0,163.8,1,1
2,1,2,1,0,0,5,16,2017,9,5,4,0,0,0,165.0,3,1
2,2,0,2,0,0,5,15,2018,8,16,4,0,0,0,231.0,0,0
2,0,0,1,1,0,0,1,2017,9,4,3,1,1,0,108.0,0,1
2,0,1,0,3,0,0,38,2018,8,21,4,0,0,0,125.1,0,0
2,0,2,0,0,0,0,41,2018,9,25,4,0,0,0,135.9,1,0
2,1,1,2,0,0,0,0,2018,3,25,3,0,0,0,67.5,2,1
2,0,0,4,0,0,3,21,2018,12,28,4,0,0,0,129.58,0,1
1,0,1,0,3,0,0,21,2018,9,25,4,0,0,0,87.01,1,1
2,0,2,3,0,0,3,83,2018,10,21,4,0,0,0,126.72,2,1
2,0,0,3,0,0,0,56,2017,10,21,4,0,0,0,94.5,3,1
3,0,1,2,0,0,3,31,2018,2,22,3,0,0,0,102.9,1,1
1,0,1,1,0,0,0,100,2018,4,18,4,0,0,0,91.9,1,1
2,1,2,1,3,0,0,45,2018,9,10,4,0,0,0,96.33,1,1
2,0,2,4,0,0,0,57,2018,2,27,4,0,0,0,59.21,1,1
2,0,2,2,0,0,0,64,2018,3,5,4,0,0,0,71.6,0,1
2,1,1,0,0,1,0,127,2018,8,14,4,0,0,0,139.5,0,1
2,0,0,1,3,0,0,1,2017,12,10,4,0,0,0,85.0,0,1
1,0,2,0,0,0,0,2,2017,9,20,3,0,0,0,77.0,0,1
1,0,0,2,0,0,0,14,2018,7,21,2,0,0,0,105.0,0,0
2,0,1,1,0,0,0,2,2018,6,13,4,0,0,0,91.0,2,1
1,0,0,3,0,0,0,95,2018,3,22,3,0,0,0,37.33,1,1
2,0,0,1,3,0,0,3,2018,4,8,4,0,0,0,89.0,0,0
2,0,1,1,3,0,0,98,2018,11,26,4,0,0,0,79.2,2,0
2,0,2,5,3,0,0,13,2018,11,12,4,0,0,0,59.33,1,1
2,1,0,1,0,0,0,111,2018,7,16,4,0,0,0,121.5,1,1
1,0,0,1,0,0,6,0,2017,12,10,1,0,0,0,0.0,0,1
3,0,2,5,0,0,0,69,2017,7,28,3,0,0,0,88.4,1,1
1,0,1,2,0,0,0,0,2018,9,19,2,0,0,0,185.0,0,1
2,0,0,3,0,0,3,6,2018,8,4,4,0,0,0,166.0,0,0
3,0,2,3,1,0,3,35,2018,8,19,4,0,0,0,219.6,0,0
2,0,1,4,0,0,0,270,2018,12,7,3,0,0,0,68.0,0,1
2,0,1,1,3,0,0,112,2018,5,7,4,0,0,0,99.95,0,1
2,0,1,3,0,0,0,65,2018,6,9,3,0,0,0,80.75,0,1
2,0,2,5,0,0,1,116,2018,9,29,4,0,0,0,113.09,1,1
2,0,1,1,3,0,0,1,2017,12,28,4,0,0,0,95.0,1,1
2,1,0,1,0,0,0,125,2018,7,29,4,0,0,0,130.5,1,1
1,0,1,3,0,0,0,85,2018,10,6,3,0,0,0,75.0,0,0
2,2,0,1,0,0,5,9,2017,10,22,3,0,0,0,174.25,0,1
2,0,2,2,0,0,0,120,2018,4,23,4,0,0,0,71.67,1,1
2,0,0,1,3,1,0,5,2018,8,17,4,0,0,0,127.0,2,1
2,0,2,0,3,0,0,23,2018,9,11,4,0,0,0,89.0,2,1
2,0,0,2,0,0,3,32,2018,3,25,4,0,0,0,149.4,0,0
2,0,0,4,0,1,0,54,2018,11,23,4,0,0,0,97.4,1,1
2,0,0,1,0,0,3,2,2018,9,30,4,0,0,0,205.0,1,1
2,0,2,3,0,0,0,48,2018,12,1,3,0,0,0,68.0,0,1
2,1,0,2,0,0,5,155,2018,8,16,4,0,0,0,186.3,0,0
2,0,0,2,3,0,0,24,2018,11,18,3,0,0,0,70.0,0,1
3,0,2,3,1,0,0,165,2018,8,19,4,0,0,0,180.2,0,0
2,0,1,3,0,0,0,133,2018,6,13,3,0,0,0,76.0,0,1
2,0,2,2,3,0,0,88,2018,4,2,4,0,0,0,72.25,0,1
1,0,1,1,0,0,0,10,2018,7,4,2,1,1,15,65.0,1,1
2,0,1,1,0,0,3,4,2018,9,12,4,0,0,0,170.0,2,1
2,0,2,2,0,0,4,27,2018,9,9,4,0,0,0,167.2,0,1
3,0,0,1,0,0,0,55,2018,3,31,3,0,0,0,127.82,1,1
2,0,0,2,3,0,0,88,2018,1,29,4,0,0,0,69.5,1,1
2,0,0,3,0,0,0,29,2018,3,1,3,0,0,0,57.0,0,1
2,0,2,1,0,0,0,48,2017,10,25,4,0,0,0,94.5,0,0
2,0,0,1,3,0,0,0,2018,6,9,4,0,0,0,69.01,0,1
3,0,1,3,0,0,3,35,2018,8,25,4,0,0,0,161.78,1,0
2,0,0,1,0,0,3,65,2018,9,9,4,0,0,0,149.4,1,0
1,0,1,5,0,0,0,118,2018,6,6,3,0,0,0,110.0,2,1
3,0,5,12,0,0,3,208,2018,9,12,4,0,0,0,150.45,0,0
2,0,0,4,0,0,3,3,2018,2,16,4,0,0,0,106.0,0,0
3,0,2,1,0,0,3,2,2017,9,19,3,0,0,0,165.0,1,1
3,0,2,2,0,0,3,124,2018,7,17,4,0,0,0,130.05,2,1
2,0,1,3,0,0,0,89,2018,4,18,4,0,0,0,90.95,1,1
2,0,2,3,0,0,0,16,2017,9,18,4,0,0,0,154.4,1,0
2,0,1,4,3,0,0,95,2018,4,27,4,0,0,0,89.25,1,1
2,0,1,4,3,0,0,51,2018,11,2,4,0,0,0,88.0,2,1
2,0,1,2,0,0,3,7,2017,10,9,4,0,0,0,170.33,2,1
2,0,2,3,0,0,3,99,2018,5,6,4,0,0,0,134.16,2,1
2,0,2,2,0,0,3,38,2018,3,20,4,0,0,0,103.95,0,1
2,0,2,4,3,1,0,1,2018,2,4,4,0,0,0,90.0,1,1
3,0,2,2,0,0,3,92,2018,7,17,4,0,0,0,137.7,0,1
2,0,2,3,0,0,3,55,2018,10,13,4,0,0,0,139.5,2,1
2,0,0,2,0,1,0,3,2018,1,22,4,0,0,0,98.0,1,1
2,2,0,2,0,0,5,210,2018,7,27,3,0,0,0,146.0,0,0
1,0,1,1,0,0,0,8,2018,11,14,4,0,0,0,103.0,1,1
1,0,0,3,0,0,0,50,2018,1,14,4,0,0,0,1.0,2,1
2,0,0,3,3,0,0,101,2018,2,18,4,0,0,0,69.5,1,1
1,0,2,2,0,0,0,39,2017,9,4,4,0,0,0,85.5,0,1
2,0,0,3,0,0,0,106,2018,3,22,3,0,0,0,77.33,0,1
1,0,0,2,0,0,0,298,2018,5,10,3,0,0,0,76.0,0,1
2,0,0,4,3,0,0,54,2018,3,1,4,0,0,0,47.43,0,0
2,0,2,2,3,0,0,9,2018,10,16,4,0,0,0,140.0,1,0
2,2,0,4,0,0,5,63,2018,4,13,4,0,0,0,167.45,1,1
2,0,2,1,0,0,0,15,2018,6,12,4,0,0,0,114.33,0,0
2,0,0,2,3,0,0,63,2018,4,26,4,0,0,0,94.95,2,1
1,0,1,1,0,0,0,0,2018,11,28,2,1,0,2,79.0,0,1
1,0,0,2,0,0,0,0,2018,2,2,2,1,1,2,65.0,0,1
2,0,0,1,0,0,3,0,2017,10,6,4,0,0,0,136.0,1,1
2,0,0,2,0,1,0,54,2018,6,2,3,0,0,0,94.5,0,1
2,0,2,3,0,0,0,5,2018,10,30,4,0,0,0,127.4,3,1
2,0,0,3,0,0,0,9,2018,3,22,4,0,0,0,141.0,0,1
1,0,0,2,0,1,0,4,2018,4,12,0,0,0,0,104.0,0,1
2,0,2,3,0,0,3,33,2018,4,29,4,0,0,0,140.4,0,1
2,0,0,3,0,0,3,57,2018,12,29,4,0,0,0,219.6,0,0
2,0,1,1,0,0,0,10,2018,8,13,4,0,0,0,156.0,2,1
1,0,1,0,3,0,0,7,2018,5,16,4,0,0,0,78.8,0,1
2,0,2,1,0,0,0,9,2017,12,5,4,0,0,0,85.6,2,1
2,0,2,3,0,0,0,118,2018,4,30,4,0,0,0,97.75,1,1
1,0,0,3,1,0,0,34,2017,9,23,3,0,0,0,177.33,0,1
2,0,1,2,0,0,0,198,2018,9,9,4,0,0,0,90.0,0,0
2,0,2,3,3,0,0,72,2018,3,18,4,0,0,0,72.25,1,0
2,0,1,4,1,0,3,37,2018,11,14,4,0,0,0,99.48,3,1
2,0,1,1,0,0,0,1,2018,6,13,4,0,0,0,91.0,1,1
2,0,0,2,3,0,0,70,2018,2,5,4,0,0,0,69.5,0,1
3,0,2,2,0,0,3,68,2018,4,1,4,0,0,0,116.45,2,1
3,0,2,8,0,0,3,150,2018,7,14,4,0,0,0,131.75,2,0
2,0,2,2,0,0,3,46,2017,11,7,3,0,0,0,60.0,0,1
2,0,2,3,0,0,0,67,2018,7,24,4,0,0,0,105.3,3,1
3,0,0,3,0,0,0,22,2018,9,13,3,0,0,0,124.0,1,1
2,2,2,5,0,0,5,237,2018,12,28,4,0,0,0,148.26,0,1
2,0,0,3,3,0,0,99,2018,7,6,4,0,0,0,103.5,1,1
3,0,0,3,0,0,3,88,2018,12,28,4,0,0,0,125.66,3,1
1,0,0,1,0,0,0,2,2018,11,24,3,0,0,0,95.0,0,1
2,0,2,1,3,0,0,20,2018,1,30,4,0,0,0,75.0,0,1
1,0,0,1,0,0,0,75,2018,6,15,2,1,1,6,65.0,0,1
1,0,0,4,0,0,0,92,2017,10,7,3,0,0,0,65.0,0,1
3,0,1,0,0,0,3,87,2018,7,17,4,0,0,0,137.7,2,1
1,0,2,3,0,0,0,85,2018,7,3,4,0,0,0,108.9,0,0
3,0,0,3,0,0,3,160,2018,7,14,4,0,0,0,137.7,0,0
1,0,0,2,0,0,0,0,2018,1,13,1,1,0,13,0.0,2,1
2,0,2,3,3,0,0,23,2018,10,30,4,0,0,0,99.0,1,0
1,0,1,0,0,0,0,11,2018,5,23,4,0,0,0,95.0,0,0
1,0,1,1,0,0,6,0,2018,3,21,1,1,3,15,0.0,1,1
2,0,1,1,3,0,0,105,2018,8,6,4,0,0,0,107.1,1,1
1,1,1,2,0,0,3,14,2017,10,30,3,0,0,0,98.67,1,1
2,0,0,1,0,0,0,113,2017,8,22,4,0,0,0,76.5,1,0
2,2,1,5,0,0,1,30,2018,2,2,4,0,0,0,139.05,0,0
1,0,0,2,0,0,0,71,2017,9,9,2,0,0,0,90.0,0,1
2,0,0,3,1,0,0,55,2018,8,31,4,0,0,0,144.0,2,1
2,0,2,0,0,0,0,223,2017,10,4,4,0,0,0,89.25,2,0
1,0,1,4,0,0,0,336,2018,9,21,3,0,0,0,70.0,0,1
2,0,0,1,0,0,0,5,2018,6,14,2,0,0,0,100.0,0,1
3,0,0,3,0,0,0,6,2018,4,21,4,0,0,0,122.16,1,1
2,0,1,3,0,0,3,71,2018,3,31,4,0,0,0,90.95,1,1
2,0,0,3,0,0,0,276,2018,9,22,4,0,0,0,116.33,0,0
2,1,0,1,3,0,0,16,2018,8,24,4,0,0,0,112.81,1,0
1,0,1,1,0,0,0,12,2018,7,11,4,0,0,0,145.0,1,1
2,0,2,5,0,0,3,182,2018,9,22,3,0,0,0,90.95,1,1
2,0,0,3,0,0,0,85,2017,7,30,4,0,0,0,76.5,1,1
1,0,6,14,0,0,0,4,2018,1,10,4,0,0,0,75.35,1,1
2,0,2,2,0,0,1,69,2018,12,23,4,0,0,0,77.86,1,1
2,0,0,1,0,0,0,50,2018,11,4,4,0,0,0,97.2,1,1
1,0,2,1,0,0,0,26,2018,10,2,4,0,0,0,147.0,0,0
1,0,0,2,0,0,0,181,2018,10,11,3,0,0,0,120.0,1,0
2,2,0,3,0,0,6,1,2018,4,13,4,0,0,0,203.33,0,0
2,0,1,2,3,0,0,198,2018,4,22,4,0,0,0,73.46,1,1
1,0,1,2,0,0,0,14,2017,10,19,4,0,0,0,120.0,1,1
2,0,1,5,0,0,0,5,2017,8,10,4,0,0,0,90.0,1,1
3,0,1,0,0,0,3,2,2018,2,7,4,0,0,0,127.0,1,1
1,0,2,2,0,0,0,104,2018,4,15,4,0,0,0,76.5,0,0
1,0,2,1,1,0,0,39,2018,1,9,3,0,0,0,73.6,0,1
2,0,0,4,0,0,0,133,2018,7,13,3,0,0,0,81.25,1,1
2,0,2,2,3,0,0,33,2018,11,11,4,0,0,0,84.15,1,0
2,0,1,1,0,0,3,23,2018,4,16,4,0,0,0,129.0,1,1
3,0,2,1,0,0,0,2,2018,8,28,3,0,0,0,123.0,1,1
1,0,0,3,0,0,0,0,2018,1,19,2,1,0,2,66.0,0,1
2,0,0,2,3,0,0,17,2018,3,11,4,0,0,0,97.0,1,0
2,0,2,1,0,0,0,118,2018,4,3,4,0,0,0,87.3,1,0
2,0,0,4,0,0,0,133,2018,7,13,3,0,0,0,72.25,1,1
2,0,0,2,0,0,0,94,2018,4,28,4,0,0,0,111.6,0,1
3,0,1,1,0,0,0,173,2018,8,22,3,0,0,0,96.9,0,1
2,0,2,0,3,0,0,0,2018,12,25,4,0,0,0,80.0,0,1
1,0,2,1,0,0,0,20,2018,2,7,4,0,0,0,86.0,2,1
3,0,2,2,0,0,0,141,2018,8,20,3,0,0,0,96.9,0,1
2,0,2,1,0,0,0,193,2018,7,9,4,0,0,0,70.44,0,0
2,0,2,1,0,0,0,42,2017,9,19,3,0,0,0,76.5,0,1
2,0,1,3,0,0,0,188,2018,7,25,4,0,0,0,90.95,1,1
3,0,0,1,0,0,3,55,2018,4,12,4,0,0,0,137.7,0,0
2,0,0,1,3,0,0,25,2018,9,9,4,0,0,0,106.2,0,0
2,0,2,1,0,0,3,154,2018,7,10,4,0,0,0,124.8,1,0
2,0,1,4,0,0,3,191,2018,7,27,4,0,0,0,99.45,1,0
1,0,2,5,0,0,0,88,2018,9,3,3,0,0,0,85.0,1,1
2,0,2,1,0,0,0,53,2018,2,27,4,0,0,0,84.3,2,1
2,0,2,2,0,0,3,25,2018,11,25,4,0,0,0,96.9,0,0
2,0,1,3,0,0,0,62,2018,4,25,4,0,0,0,76.91,1,1
1,0,0,1,0,1,0,0,2018,12,15,2,0,0,0,50.0,1,1
2,0,0,4,0,0,0,6,2017,8,19,4,0,0,0,106.0,2,1
3,0,0,4,0,0,3,110,2018,7,19,4,0,0,0,113.76,1,1
2,0,1,1,3,0,0,54,2018,3,28,4,0,0,0,80.1,0,0
2,0,0,3,0,0,0,96,2018,11,16,4,0,0,0,90.0,0,1
2,1,1,2,1,0,0,68,2018,9,9,4,0,0,0,166.35,2,1
2,0,0,3,0,0,3,148,2018,10,27,4,0,0,0,104.4,1,0
3,0,1,5,0,0,3,331,2018,12,27,4,0,0,0,110.78,2,0
2,0,2,1,3,0,0,15,2018,3,5,4,0,0,0,84.33,0,1
2,0,2,3,1,0,0,137,2018,12,24,4,0,0,0,117.3,2,1
2,3,2,5,0,0,6,103,2018,8,2,4,0,0,0,198.98,1,1
3,0,1,1,1,0,3,145,2018,10,22,4,0,0,0,202.5,0,0
1,0,0,3,3,0,0,11,2018,9,6,4,0,0,0,87.01,1,1
2,0,2,2,0,0,0,23,2017,9,20,4,0,0,0,124.0,2,1
2,0,1,4,0,0,3,126,2018,8,15,4,0,0,0,126.0,0,1
