no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,1,0,0,0,221,2017,10,17,3,0.0,0.0,0.0,65.0,0,1
2,0,2,3,0,0,0,268,2018,4,8,3,0.0,0.0,0.0,78.0,0,0
1,0,0,4,3,0,0,1,2018,6,14,4,0.0,0.0,0.0,121.5,1,1
1,0,0,1,0,0,0,47,2018,4,12,4,0.0,0.0,0.0,99.9,0,0
2,0,1,5,0,0,2,17,2017,12,28,4,0.0,0.0,0.0,125.33,0,1
3,0,0,1,0,0,2,14,2018,9,15,4,0.0,0.0,0.0,205.0,2,1
2,0,2,2,0,0,0,98,2018,5,21,4,0.0,0.0,0.0,119.85,0,1
1,0,0,3,0,0,0,14,2018,8,25,3,0.0,0.0,0.0,90.0,0,1
2,1,0,2,0,0,0,1,2018,2,26,4,0.0,0.0,0.0,111.0,2,1
2,0,2,4,3,0,0,15,2018,3,10,4,0.0,0.0,0.0,88.0,0,0
1,0,0,1,0,0,0,22,2017,12,18,2,0.0,0.0,0.0,65.0,0,1
2,0,0,2,0,0,0,13,2018,2,26,3,0.0,0.0,0.0,64.0,0,1
2,0,1,1,0,0,2,28,2018,1,18,4,0.0,0.0,0.0,76.69,0,1
3,0,2,5,0,0,2,115,2018,8,14,4,0.0,0.0,0.0,144.13,3,1
2,0,1,3,0,0,0,74,2018,10,31,4,0.0,0.0,0.0,90.23,2,1
1,0,1,1,0,0,0,7,2018,2,15,4,0.0,0.0,0.0,85.0,0,1
2,0,1,3,0,0,2,112,2018,6,9,4,0.0,0.0,0.0,132.6,0,0
2,0,1,3,0,0,0,85,2018,10,6,3,0.0,0.0,0.0,85.0,1,1
2,0,0,1,0,0,0,0,2017,8,6,1,0.0,0.0,0.0,0.0,0,1
2,0,2,0,0,0,0,30,2017,9,13,4,0.0,0.0,0.0,94.5,1,0
2,0,2,3,0,0,1,26,2017,11,1,4,0.0,0.0,0.0,85.0,0,1
2,1,0,3,0,0,0,124,2018,5,31,4,0.0,0.0,0.0,143.1,1,0
2,0,2,5,0,0,2,21,2018,12,3,4,0.0,0.0,0.0,97.75,1,1
2,0,0,2,3,0,0,56,2018,12,16,4,0.0,0.0,0.0,79.2,1,1
1,0,1,4,0,1,0,4,2018,2,29,2,0.6931471805599453,0.0,2.4849066497880004,68.0,1,1
2,0,1,5,3,0,0,76,2018,3,21,4,0.0,0.0,0.0,76.5,1,1
2,0,2,1,0,0,0,10,2018,10,2,3,0.0,0.0,0.0,85.0,0,1
2,0,2,5,0,0,0,8,2018,11,4,4,0.0,0.0,0.0,113.6,1,1
1,0,1,0,0,0,0,0,2018,9,19,2,0.6931471805599453,0.0,1.0986122886681098,65.0,0,1
2,0,0,2,0,0,0,115,2018,5,13,4,0.0,0.0,0.0,126.9,1,1
1,0,0,1,3,0,0,43,2018,11,3,4,0.0,0.0,0.0,88.0,3,1
2,0,1,3,0,0,0,159,2018,8,1,4,0.0,0.0,0.0,99.45,1,1
1,0,1,0,0,0,0,3,2017,12,14,2,0.0,0.0,0.0,65.0,0,1
2,0,1,3,0,0,0,106,2018,10,31,4,0.0,0.0,0.0,90.23,2,0
2,0,0,2,1,0,0,256,2018,6,15,4,0.0,0.0,0.0,115.0,1,0
2,0,1,0,3,0,0,223,2018,8,15,4,0.0,0.0,0.0,85.5,1,0
2,0,2,1,0,0,0,9,2017,10,31,4,0.0,0.0,0.0,87.0,1,1
1,0,1,2,0,0,0,114,2018,7,1,3,0.0,0.0,0.0,75.0,0,0
1,0,2,2,0,0,2,165,2018,10,28,4,0.0,0.0,0.0,104.4,3,1
2,0,2,1,0,0,2,35,2018,10,8,4,0.0,0.0,0.0,151.5,1,1
2,0,0,2,0,0,2,145,2018,7,28,4,0.0,0.0,0.0,118.8,0,1
1,0,1,2,0,0,3,7,2018,9,12,3,0.0,0.0,0.0,65.0,1,1
2,0,1,3,0,0,2,100,2018,2,25,4,0.0,0.0,0.0,65.49,3,1
2,0,2,3,0,0,0,87,2018,5,8,3,0.0,0.0,0.0,75.0,0,1
2,0,1,2,0,0,0,305,2018,11,4,4,0.0,0.0,0.0,89.0,0,0
2,2,2,5,0,0,4,16,2017,10,26,4,0.0,0.0,0.0,189.49,3,1
2,0,0,1,3,0,0,28,2018,10,6,4,0.0,0.0,0.0,129.0,1,1
3,0,0,3,0,0,2,13,2018,12,6,4,0.0,0.0,0.0,154.0,0,1
2,0,1,3,0,0,0,100,2018,5,19,4,0.0,0.0,0.0,136.0,0,1
2,0,1,2,0,0,0,27,2018,8,22,4,0.0,0.0,0.0,151.0,1,0
2,0,1,2,0,0,0,66,2017,10,9,3,0.0,0.0,0.0,75.0,0,0
2,0,1,3,0,0,0,243,2018,11,24,4,0.0,0.0,0.0,73.95,0,0
2,0,2,2,0,0,0,32,2018,3,13,4,0.0,0.0,0.0,81.9,0,1
1,0,0,3,0,0,2,0,2018,8,18,4,0.0,0.0,0.0,178.33,1,1
2,0,0,3,0,0,2,122,2018,5,12,4,0.0,0.0,0.0,121.5,1,1
3,0,2,2,0,0,2,16,2018,7,16,4,0.0,0.0,0.0,180.5,0,0
2,0,0,4,0,0,0,113,2018,5,18,4,0.0,0.0,0.0,136.0,1,1
2,0,0,1,3,0,0,0,2018,9,21,4,0.0,0.0,0.0,175.0,2,1
3,0,0,3,0,1,2,14,2018,3,24,4,0.0,0.0,0.0,192.67,2,1
2,2,0,3,0,0,1,43,2018,1,14,4,0.0,0.0,0.0,86.75,1,1
1,0,1,2,0,0,0,3,2018,7,11,2,0.0,0.0,0.0,118.15,0,1
2,0,0,3,0,0,0,304,2018,11,3,4,0.0,0.0,0.0,89.0,0,0
2,0,1,3,0,0,0,170,2018,8,15,4,0.0,0.0,0.0,99.45,1,0
2,0,0,2,3,0,0,23,2018,11,17,4,0.0,0.0,0.0,88.0,2,1
2,0,2,4,0,0,0,164,2018,8,14,4,0.0,0.0,0.0,106.53,0,0
2,0,0,1,0,0,0,255,2018,6,3,4,0.0,0.0,0.0,80.85,1,0
1,0,1,3,0,0,2,56,2018,9,5,4,0.0,0.0,0.0,123.98,2,1
2,0,2,2,0,0,0,204,2017,10,2,4,0.0,0.0,0.0,98.44,1,1
2,0,2,1,0,0,0,1,2017,8,16,4,0.0,0.0,0.0,138.0,2,1
2,0,0,1,3,0,0,35,2018,8,10,4,0.0,0.0,0.0,125.1,1,0
2,0,1,2,0,0,0,2,2017,9,14,4,0.0,0.0,0.0,138.67,1,1
2,0,1,5,0,0,2,144,2018,8,23,4,0.0,0.0,0.0,112.8,1,1
2,1,1,2,0,0,0,6,2018,7,11,4,0.0,0.0,0.0,169.0,2,1
2,0,1,2,0,0,0,12,2018,10,3,3,0.0,0.0,0.0,85.0,0,1
2,0,0,2,0,0,2,82,2018,10,26,4,0.0,0.0,0.0,80.39,1,1
2,0,0,2,1,0,0,377,2018,10,14,3,0.0,0.0,0.0,115.0,1,0
2,0,0,4,0,0,0,270,2018,4,20,3,0.0,0.0,0.0,80.0,0,1
1,0,0,2,1,0,2,80,2017,10,9,3,0.0,0.0,0.0,108.0,0,1
2,0,0,4,0,0,0,71,2018,4,27,4,0.0,0.0,0.0,105.4,0,1
2,0,1,1,0,0,2,1,2018,2,27,4,0.0,0.0,0.0,117.0,0,1
2,2,0,4,0,0,4,184,2018,10,25,4,0.0,0.0,0.0,162.9,1,0
2,0,0,2,3,0,0,72,2018,9,14,2,0.0,0.0,0.0,100.0,1,0
2,0,1,1,3,0,0,120,2018,7,18,4,0.0,0.0,0.0,94.5,0,1
2,0,1,0,3,0,0,6,2018,4,4,4,0.0,0.0,0.0,89.0,0,0
1,0,2,2,0,0,0,3,2017,11,29,2,0.6931471805599453,1.0986122886681098,2.5649493574615367,65.0,0,1
2,0,0,2,3,0,0,111,2018,8,12,4,0.0,0.0,0.0,107.1,1,1
2,0,0,2,3,0,0,2,2017,12,17,4,0.0,0.0,0.0,63.75,1,1
2,0,0,3,0,0,0,112,2018,11,24,4,0.0,0.0,0.0,90.0,1,1
2,0,1,3,0,0,2,155,2018,10,3,4,0.0,0.0,0.0,132.3,3,1
2,0,0,1,0,0,0,10,2017,11,3,4,0.0,0.0,0.0,82.39,1,1
2,0,2,1,0,0,0,36,2018,11,26,3,0.0,0.0,0.0,72.0,0,1
2,0,2,1,0,0,0,20,2018,2,7,4,0.0,0.0,0.0,93.0,2,1
2,0,1,1,1,0,2,71,2018,10,22,3,0.0,0.0,0.0,142.5,0,1
2,0,0,1,0,0,0,9,2017,12,10,2,0.0,0.0,0.0,75.0,1,1
2,0,1,2,0,0,0,0,2017,11,16,2,0.0,0.0,0.0,75.0,0,1
2,0,1,0,0,0,0,3,2017,9,13,4,0.0,0.0,0.0,126.0,1,1
0,2,2,1,0,0,1,82,2018,7,23,4,0.0,0.0,0.0,97.54,1,1
3,0,0,1,0,0,0,182,2018,7,28,4,0.0,0.0,0.0,128.7,2,0
2,0,0,4,3,0,0,14,2018,12,7,4,0.0,0.0,0.0,77.78,1,1
2,0,1,1,0,0,2,45,2018,9,5,4,0.0,0.0,0.0,117.45,0,1
2,0,2,3,3,0,0,117,2018,6,9,4,0.0,0.0,0.0,105.26,0,1
2,0,0,4,0,0,2,11,2017,12,30,4,0.0,0.0,0.0,129.5,0,1
2,2,0,3,1,0,4,43,2018,12,29,4,0.0,0.0,0.0,349.63,1,1
2,0,0,3,0,0,0,73,2017,11,24,3,0.0,0.0,0.0,85.67,0,1
1,0,2,1,0,0,2,5,2018,1,24,4,0.0,0.0,0.0,63.4,1,1
2,0,2,1,0,0,0,275,2018,10,1,4,0.0,0.0,0.0,106.2,0,0
1,0,2,1,0,0,2,1,2017,9,19,4,0.0,0.0,0.0,170.0,1,1
2,0,2,5,0,0,2,101,2018,4,12,4,0.0,0.0,0.0,93.38,0,1
2,0,0,3,0,0,0,60,2018,11,15,3,0.0,0.0,0.0,75.0,0,1
2,1,0,3,0,0,2,26,2018,6,1,4,0.0,0.0,0.0,153.67,2,1
2,0,2,2,0,0,0,13,2018,10,29,4,0.0,0.0,0.0,130.5,1,0
2,0,2,1,3,0,0,22,2018,8,21,4,0.0,0.0,0.0,139.0,1,1
1,0,1,2,3,0,0,10,2018,10,3,4,0.0,0.0,0.0,135.0,3,1
2,1,2,2,0,0,0,17,2017,12,26,3,0.0,0.0,0.0,60.0,1,1
2,0,0,3,0,0,0,37,2018,10,13,3,0.0,0.0,0.0,105.0,0,1
2,0,0,2,0,0,2,67,2017,11,20,4,0.0,0.0,0.0,81.9,2,1
1,0,1,1,0,0,0,8,2018,11,14,4,0.0,0.0,0.0,103.0,1,1
2,0,2,3,3,0,0,8,2018,12,4,4,0.0,0.0,0.0,82.0,2,1
3,0,1,1,0,0,0,195,2018,8,6,4,0.0,0.0,0.0,137.7,0,0
1,0,1,3,0,0,2,27,2018,6,13,4,0.0,0.0,0.0,104.72,1,1
3,0,2,3,0,0,2,162,2018,7,29,4,0.0,0.0,0.0,130.05,1,0
2,0,1,0,0,0,2,1,2018,7,17,4,0.0,0.0,0.0,146.0,1,1
1,0,0,2,1,0,0,377,2018,10,14,3,0.0,0.0,0.0,90.0,0,0
2,1,1,2,0,0,0,238,2018,10,28,4,0.0,0.0,0.0,112.5,0,0
1,0,1,0,0,0,0,77,2018,10,30,4,0.0,0.0,0.0,85.5,2,1
2,0,0,1,0,0,3,6,2018,9,27,2,0.6931471805599453,0.0,1.0986122886681098,109.0,0,1
3,0,1,1,0,0,2,59,2018,6,11,4,0.0,0.0,0.0,159.3,2,1
2,0,1,1,0,0,0,21,2017,12,28,4,0.0,0.0,0.0,107.0,2,1
2,0,2,3,0,0,2,81,2018,10,8,4,0.0,0.0,0.0,132.3,0,0
2,0,0,3,0,0,0,112,2018,6,2,3,0.0,0.0,0.0,120.0,1,1
3,0,0,2,1,0,3,24,2018,10,6,4,0.0,0.0,0.0,229.6,0,0
1,0,0,2,0,0,0,3,2018,6,24,3,0.0,0.0,0.0,95.0,0,1
2,0,0,2,3,0,0,76,2018,11,11,4,0.0,0.0,0.0,79.2,1,1
2,0,0,3,0,0,0,103,2018,5,4,3,0.0,0.0,0.0,80.0,0,1
2,0,2,6,0,0,0,195,2018,7,27,4,0.0,0.0,0.0,66.53,1,1
1,0,2,2,0,0,4,31,2018,9,18,4,0.0,0.0,0.0,156.42,1,0
2,0,2,2,0,0,0,9,2018,12,4,4,0.0,0.0,0.0,88.4,2,1
2,0,0,1,3,0,0,4,2018,2,6,4,0.0,0.0,0.0,81.0,0,1
2,0,2,3,0,0,0,189,2018,7,30,4,0.0,0.0,0.0,90.95,1,1
2,0,3,6,3,0,0,151,2018,8,6,4,0.0,0.0,0.0,97.75,0,0
2,0,0,3,0,0,0,37,2017,10,22,4,0.0,0.0,0.0,96.3,1,1
2,0,0,1,0,0,0,1,2018,8,4,4,0.0,0.0,0.0,151.0,1,1
2,0,0,2,3,0,0,5,2018,5,31,4,0.0,0.0,0.0,119.0,0,1
2,0,2,5,0,0,0,97,2018,9,9,4,0.0,0.0,0.0,135.9,0,0
2,1,2,4,0,0,2,143,2018,4,23,4,0.0,0.0,0.0,101.54,2,0
1,0,2,3,3,0,0,12,2018,1,16,4,0.0,0.0,0.0,47.92,0,1
2,0,0,2,0,0,0,86,2017,9,24,3,0.0,0.0,0.0,105.0,0,1
2,0,0,2,1,0,0,273,2017,7,17,3,0.0,0.0,0.0,109.0,0,0
2,2,0,2,0,0,0,155,2018,8,16,4,0.0,0.0,0.0,130.5,0,0
1,0,0,1,0,0,0,8,2018,12,6,4,0.0,0.0,0.0,72.38,1,1
2,0,2,1,0,0,0,21,2018,3,12,4,0.0,0.0,0.0,112.0,1,1
2,0,0,2,0,0,0,15,2018,8,30,4,0.0,0.0,0.0,117.0,2,1
3,0,0,3,0,0,2,132,2018,9,22,4,0.0,0.0,0.0,162.0,2,1
2,0,2,1,0,0,1,34,2018,6,12,4,0.0,0.0,0.0,119.5,1,1
1,0,0,2,0,0,0,30,2018,3,4,4,0.0,0.0,0.0,88.4,0,1
3,0,0,2,0,0,2,50,2018,9,2,4,0.0,0.0,0.0,142.2,0,0
2,0,1,2,0,0,0,18,2018,12,30,3,0.0,0.0,0.0,75.0,1,1
3,0,2,1,0,0,2,151,2018,7,10,4,0.0,0.0,0.0,168.3,2,0
2,0,2,3,0,0,2,153,2018,9,24,4,0.0,0.0,0.0,143.1,0,0
2,1,1,1,0,0,0,10,2018,5,21,3,0.0,0.0,0.0,109.5,0,1
2,0,1,1,3,0,0,80,2018,3,5,4,0.0,0.0,0.0,53.97,1,1
2,0,0,2,0,0,0,91,2018,10,12,4,0.0,0.0,0.0,113.4,0,1
2,2,0,1,0,0,4,253,2018,10,8,4,0.0,0.0,0.0,198.9,1,0
1,0,2,8,0,0,0,205,2018,7,5,4,0.0,0.0,0.0,90.95,1,0
2,1,2,2,0,0,1,186,2018,8,26,4,0.0,0.0,0.0,167.66,0,0
1,0,0,2,0,0,0,57,2017,10,28,4,0.0,0.0,0.0,85.5,3,1
2,0,0,2,3,0,0,18,2018,6,17,4,0.0,0.0,0.0,129.0,0,1
2,0,0,3,0,0,0,41,2018,4,28,4,0.0,0.0,0.0,120.0,1,1
2,0,2,1,0,0,0,2,2017,10,4,4,0.0,0.0,0.0,114.0,0,1
2,0,2,3,0,0,2,256,2018,10,16,4,0.0,0.0,0.0,103.7,0,0
2,0,1,1,3,0,0,7,2018,12,17,4,0.0,0.0,0.0,78.0,1,1
2,0,0,5,0,0,0,45,2017,9,8,4,0.0,0.0,0.0,82.98,0,1
0,2,2,1,0,0,1,194,2018,7,9,4,0.0,0.0,0.0,86.63,0,0
1,0,1,2,0,0,0,191,2018,6,3,3,0.0,0.0,0.0,116.0,0,0
2,0,1,2,0,0,0,68,2018,4,4,4,0.0,0.0,0.0,96.3,1,1
3,0,0,2,0,0,2,204,2018,10,7,4,0.0,0.0,0.0,141.3,0,0
3,0,0,2,0,0,3,48,2018,9,14,3,0.0,0.0,0.0,175.0,0,1
3,0,0,1,0,0,0,37,2018,6,29,3,0.0,0.0,0.0,111.6,1,1
2,0,0,1,0,0,2,80,2018,7,1,4,0.0,0.0,0.0,98.41,0,0
3,0,1,2,0,0,2,103,2018,12,19,4,0.0,0.0,0.0,140.0,1,0
2,0,1,5,0,0,0,32,2018,10,25,4,0.0,0.0,0.0,92.88,0,1
2,0,1,2,0,0,0,41,2017,10,16,4,0.0,0.0,0.0,105.9,2,1
1,0,6,14,0,0,2,4,2018,2,12,4,0.0,0.0,0.0,108.35,0,0
2,0,0,2,0,0,0,35,2017,10,8,4,0.0,0.0,0.0,103.05,3,1
1,0,0,1,0,0,0,105,2018,9,28,2,0.6931471805599453,0.6931471805599453,2.4849066497880004,65.0,0,1
2,0,0,3,0,0,0,31,2018,12,8,3,0.0,0.0,0.0,74.88,0,1
2,0,2,3,0,0,0,58,2017,10,29,4,0.0,0.0,0.0,97.47,1,1
3,0,1,2,0,0,2,32,2018,7,15,4,0.0,0.0,0.0,168.3,0,0
2,0,0,1,3,0,0,26,2018,11,11,4,0.0,0.0,0.0,100.0,0,0
2,0,1,0,0,0,0,17,2017,12,28,4,0.0,0.0,0.0,97.0,2,1
2,0,0,1,3,1,0,85,2018,5,13,4,0.0,0.0,0.0,125.1,3,1
1,0,2,3,1,0,0,90,2018,5,8,3,0.0,0.0,0.0,90.0,0,1
2,0,2,1,0,0,0,252,2018,10,15,4,0.0,0.0,0.0,106.3,0,0
2,0,3,7,1,0,0,148,2018,7,1,3,0.0,0.0,0.0,102.25,0,1
1,0,2,3,0,0,0,16,2018,11,6,4,0.0,0.0,0.0,169.6,1,1
2,0,0,3,0,0,0,213,2018,6,7,3,0.0,0.0,0.0,130.0,0,0
2,0,0,1,3,1,0,8,2018,9,9,4,0.0,0.0,0.0,158.0,2,1
2,0,1,0,0,0,0,10,2018,11,20,4,0.0,0.0,0.0,101.0,1,0
2,0,2,1,0,0,0,82,2018,3,26,3,0.0,0.0,0.0,65.0,0,1
2,0,2,2,0,0,2,43,2018,5,21,4,0.0,0.0,0.0,140.4,1,1
3,0,2,4,0,0,0,16,2017,9,5,3,0.0,0.0,0.0,117.6,1,1
1,0,0,2,0,0,0,13,2018,11,8,2,0.0,0.0,0.0,161.0,0,1
2,0,2,1,0,0,2,97,2018,4,16,4,0.0,0.0,0.0,102.3,0,1
2,0,0,4,0,0,1,204,2018,7,12,4,0.0,0.0,0.0,81.81,0,0
2,0,1,4,0,0,0,53,2018,3,28,4,0.0,0.0,0.0,85.85,2,1
2,0,0,1,0,0,0,1,2018,5,10,4,0.0,0.0,0.0,83.0,0,1
3,0,0,3,0,0,4,13,2018,5,11,4,0.0,0.0,0.0,161.66,1,1
2,0,0,3,0,0,0,22,2017,9,15,4,0.0,0.0,0.0,105.0,2,1
2,1,0,3,0,0,0,75,2017,7,28,4,0.0,0.0,0.0,91.38,0,1
2,0,1,2,3,0,0,151,2018,8,5,4,0.0,0.0,0.0,100.5,1,0
3,0,2,1,0,0,2,19,2018,2,20,4,0.0,0.0,0.0,130.0,1,1
2,0,0,2,0,0,0,58,2018,12,9,4,0.0,0.0,0.0,93.6,1,1
2,0,1,4,0,0,0,122,2018,5,4,4,0.0,0.0,0.0,99.45,1,1
2,0,1,1,0,0,0,98,2018,12,5,4,0.0,0.0,0.0,93.6,3,1
2,0,0,2,0,0,0,110,2018,4,20,4,0.0,0.0,0.0,72.8,0,1
2,0,1,3,0,0,0,48,2018,3,21,4,0.0,0.0,0.0,138.5,1,0
2,0,1,1,0,0,3,28,2018,10,8,4,0.0,0.0,0.0,171.87,0,1
1,0,2,4,0,0,0,15,2018,11,5,4,0.0,0.0,0.0,107.99,1,1
2,0,1,2,0,0,0,224,2017,10,2,3,0.0,0.0,0.0,65.0,0,1
1,0,0,1,0,0,2,21,2017,11,4,3,0.0,0.0,0.0,92.0,0,1
1,0,0,1,0,0,0,98,2018,9,21,2,0.6931471805599453,0.6931471805599453,1.3862943611198906,65.0,0,1
3,0,1,4,0,0,2,200,2018,10,3,3,0.0,0.0,0.0,115.6,4,1
2,0,1,3,0,0,2,281,2018,10,3,4,0.0,0.0,0.0,108.8,0,0
2,0,0,1,0,0,0,30,2018,2,13,4,0.0,0.0,0.0,81.9,0,0
2,0,0,2,3,0,0,77,2018,7,12,4,0.0,0.0,0.0,94.5,0,0
2,0,1,2,3,0,0,66,2018,9,2,4,0.0,0.0,0.0,87.3,1,1
2,0,0,1,0,0,0,22,2018,8,31,4,0.0,0.0,0.0,122.0,3,1
2,0,0,1,0,0,2,37,2018,9,28,4,0.0,0.0,0.0,113.65,1,1
2,0,2,1,1,0,0,138,2017,8,22,3,0.0,0.0,0.0,94.5,0,0
2,0,1,3,0,0,2,60,2018,9,5,4,0.0,0.0,0.0,123.98,1,0
2,0,0,2,0,0,0,63,2017,10,14,4,0.0,0.0,0.0,89.25,0,0
2,1,0,3,0,0,0,110,2018,4,27,4,0.0,0.0,0.0,96.3,1,1
2,0,0,1,0,0,0,180,2017,10,16,3,0.0,0.0,0.0,70.0,0,0
1,0,0,1,0,0,0,4,2018,1,20,4,0.0,0.0,0.0,80.0,1,1
2,0,1,4,1,0,0,49,2017,12,28,4,0.0,0.0,0.0,145.61,1,1
2,0,2,1,0,0,0,125,2018,7,9,4,0.0,0.0,0.0,114.3,1,1
1,0,0,1,0,0,0,210,2018,8,18,4,0.0,0.0,0.0,90.9,1,0
1,0,2,1,1,0,0,117,2017,8,1,3,0.0,0.0,0.0,72.5,0,1
2,0,2,0,0,0,0,61,2017,10,4,3,0.0,0.0,0.0,91.0,0,1
1,0,0,2,0,0,0,9,2018,2,24,4,0.0,0.0,0.0,67.22,1,1
3,0,0,2,0,0,2,15,2018,4,29,4,0.0,0.0,0.0,177.0,0,0
2,0,1,4,0,0,0,18,2018,6,13,4,0.0,0.0,0.0,94.4,1,1
2,0,0,3,0,0,0,11,2018,8,9,4,0.0,0.0,0.0,151.0,0,0
2,0,0,1,0,0,0,46,2018,3,24,4,0.0,0.0,0.0,99.0,0,0
2,2,0,1,0,0,4,1,2018,11,25,4,0.0,0.0,0.0,181.0,2,1
3,0,0,3,0,0,2,81,2018,7,27,4,0.0,0.0,0.0,139.5,2,1
2,0,0,3,0,0,0,62,2018,7,26,4,0.0,0.0,0.0,114.3,1,0
2,0,1,3,0,0,0,71,2018,3,3,4,0.0,0.0,0.0,95.25,0,1
3,0,2,2,0,0,2,21,2018,5,29,4,0.0,0.0,0.0,130.9,0,0
1,0,0,2,0,0,0,0,2017,8,25,1,0.6931471805599453,0.0,0.6931471805599453,0.0,0,1
1,0,0,1,0,0,0,1,2018,9,6,2,0.0,0.0,0.0,95.0,0,1
2,0,0,1,0,0,0,167,2018,7,30,4,0.0,0.0,0.0,105.3,2,0
1,0,0,1,0,0,0,3,2018,2,2,4,0.0,0.0,0.0,79.0,0,1
2,0,1,1,3,0,0,126,2018,11,5,4,0.0,0.0,0.0,79.2,0,1
2,0,2,3,3,0,0,10,2018,2,20,4,0.0,0.0,0.0,81.0,0,1
2,0,2,3,0,0,0,113,2018,9,11,4,0.0,0.0,0.0,129.6,1,1
3,0,2,2,0,0,2,55,2018,6,19,4,0.0,0.0,0.0,114.0,2,1
2,0,0,3,0,0,1,166,2018,4,21,4,0.0,0.0,0.0,73.6,2,1
2,0,0,1,3,0,0,10,2018,10,26,4,0.0,0.0,0.0,120.0,2,1
2,0,2,2,0,0,0,8,2017,12,26,3,0.0,0.0,0.0,52.0,1,1
2,0,0,2,3,0,0,24,2018,2,26,4,0.0,0.0,0.0,79.0,1,1
2,0,1,2,0,0,0,6,2018,5,16,4,0.0,0.0,0.0,121.67,1,1
2,0,1,3,0,0,2,182,2018,8,15,4,0.0,0.0,0.0,112.2,1,0
2,0,0,3,0,0,2,174,2018,9,8,3,0.0,0.0,0.0,90.95,0,1
2,0,2,2,0,0,0,177,2018,8,5,3,0.0,0.0,0.0,72.25,1,1
2,0,1,0,3,0,0,179,2018,7,17,4,0.0,0.0,0.0,85.5,1,0
2,0,2,5,0,0,2,12,2018,8,29,4,0.0,0.0,0.0,89.32,1,1
1,0,1,0,0,0,0,5,2018,11,28,2,0.0,0.0,0.0,77.0,0,1
2,0,0,5,0,1,2,120,2018,8,9,4,0.0,0.0,0.0,136.8,1,1
2,0,0,4,0,0,0,175,2018,8,2,4,0.0,0.0,0.0,99.45,1,1
1,0,0,1,3,0,0,9,2018,9,22,4,0.0,0.0,0.0,119.2,0,1
2,0,1,3,0,0,0,59,2018,4,4,3,0.0,0.0,0.0,80.75,0,1
2,0,1,2,1,0,0,98,2018,11,18,4,0.0,0.0,0.0,124.2,1,1
2,0,0,1,0,0,0,4,2018,9,27,3,0.0,0.0,0.0,75.0,2,1
1,0,0,1,0,0,2,1,2018,1,22,1,0.6931471805599453,0.0,2.70805020110221,0.0,2,1
2,0,0,3,0,0,0,116,2018,5,5,4,0.0,0.0,0.0,105.3,0,0
2,0,0,3,0,0,2,62,2018,10,13,4,0.0,0.0,0.0,132.3,2,1
1,0,0,1,0,0,0,8,2018,3,8,4,0.0,0.0,0.0,96.0,1,1
2,0,1,0,3,0,0,1,2018,2,14,4,0.0,0.0,0.0,79.0,0,0
2,0,1,1,0,0,0,174,2017,10,10,3,0.0,0.0,0.0,70.0,0,0
2,0,2,1,0,0,0,143,2018,7,2,3,0.0,0.0,0.0,112.0,1,1
2,0,0,2,1,0,0,102,2017,10,16,3,0.0,0.0,0.0,101.5,0,0
2,0,2,2,0,0,0,60,2017,10,25,4,0.0,0.0,0.0,89.25,2,1
1,0,1,2,0,0,0,38,2018,9,19,3,0.0,0.0,0.0,81.0,1,1
2,0,1,2,1,0,0,161,2018,3,25,3,0.0,0.0,0.0,130.0,0,0
2,0,1,2,0,0,0,1,2017,10,9,4,0.0,0.0,0.0,151.33,0,1
2,0,2,1,1,0,0,131,2017,8,15,4,0.0,0.0,0.0,94.5,0,0
2,1,0,1,0,0,0,7,2018,10,27,4,0.0,0.0,0.0,160.0,2,1
2,0,1,2,0,0,2,189,2018,10,28,4,0.0,0.0,0.0,109.8,0,0
2,0,2,4,0,0,2,12,2017,12,30,4,0.0,0.0,0.0,118.67,0,1
2,0,1,5,0,0,0,253,2018,12,13,4,0.0,0.0,0.0,73.95,2,1
2,0,0,2,3,0,0,14,2018,11,18,4,0.0,0.0,0.0,89.0,2,1
1,0,2,3,0,0,0,212,2018,5,20,3,0.0,0.0,0.0,70.0,1,1
1,0,2,6,0,0,0,115,2018,2,27,3,0.0,0.0,0.0,64.75,0,0
2,0,2,2,0,0,0,18,2017,10,2,4,0.0,0.0,0.0,111.75,0,1
2,0,0,1,0,0,0,73,2018,10,28,3,0.0,0.0,0.0,73.0,0,1
2,0,0,4,0,0,0,27,2018,12,13,4,0.0,0.0,0.0,88.4,1,1
2,0,2,3,0,0,0,19,2018,11,13,3,0.0,0.0,0.0,80.0,0,1
3,0,1,2,1,0,0,161,2018,3,25,3,0.0,0.0,0.0,130.0,0,0
3,0,1,2,0,0,2,80,2018,9,12,4,0.0,0.0,0.0,168.3,0,0
2,0,0,1,3,0,0,115,2018,10,13,4,0.0,0.0,0.0,108.0,0,0
2,0,0,2,0,0,0,181,2018,10,28,4,0.0,0.0,0.0,90.9,2,0
2,0,0,1,3,0,0,34,2018,9,2,4,0.0,0.0,0.0,99.0,1,0
2,0,0,4,0,0,2,62,2017,11,25,3,0.0,0.0,0.0,60.0,0,1
2,0,0,4,0,0,0,85,2018,4,12,4,0.0,0.0,0.0,90.95,1,1
